Question,Answer,Notes
In what year was the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting' published?,2023,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
How many references are in the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,94,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
How many citations does the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting' have?,1,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the citation count of 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting' have?,1,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
How many influential citations does the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting' have?,0,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
Is the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting' open access?,Yes,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the open access PDF URL of the paper titled 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,http://arxiv.org/pdf/2305.14755,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What are the fields of study for the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,Computer Science,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the journal name for the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,"ArXiv, volume: abs/2305.14755; ArXiv",##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
Who are the authors of the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,"Akhila Yerukola, Xuhui Zhou, Maarten Sap",##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
Who is the first author of the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,Akhila Yerukola,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the TLDR summary of the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,A new composite contextual evaluation metric is introduced that combines similarity to the original sentence with contextual cohesiveness and highlights the importance of integrating context into the generation and especially the evaluation stages of stylistic text rewriting.,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
